Datum;Grupp;Serie;Värde
2023-07-07;Valutor mot svenska kronor;1 CHF;12,22299
2023-07-10;Valutor mot svenska kronor;1 CHF;12,17315
2023-07-11;Valutor mot svenska kronor;1 CHF;12,14186
2023-07-12;Valutor mot svenska kronor;1 CHF;12,1403
2023-07-13;Valutor mot svenska kronor;1 CHF;11,992
2023-07-14;Valutor mot svenska kronor;1 CHF;11,90495
2023-07-17;Valutor mot svenska kronor;1 CHF;11,88471
2023-07-18;Valutor mot svenska kronor;1 CHF;11,87615
2023-07-19;Valutor mot svenska kronor;1 CHF;11,92629
2023-07-20;Valutor mot svenska kronor;1 CHF;11,97346
2023-07-21;Valutor mot svenska kronor;1 CHF;11,96028
2023-07-24;Valutor mot svenska kronor;1 CHF;12,01654
2023-07-25;Valutor mot svenska kronor;1 CHF;11,92726
2023-07-26;Valutor mot svenska kronor;1 CHF;12,01099
2023-07-27;Valutor mot svenska kronor;1 CHF;12,04188
2023-07-28;Valutor mot svenska kronor;1 CHF;12,12031
2023-07-31;Valutor mot svenska kronor;1 CHF;12,1002
2023-08-01;Valutor mot svenska kronor;1 CHF;12,1028
2023-08-02;Valutor mot svenska kronor;1 CHF;12,1263
2023-08-03;Valutor mot svenska kronor;1 CHF;12,20105
2023-08-04;Valutor mot svenska kronor;1 CHF;12,21501
2023-08-07;Valutor mot svenska kronor;1 CHF;12,11523
2023-08-08;Valutor mot svenska kronor;1 CHF;12,1604
2023-08-09;Valutor mot svenska kronor;1 CHF;12,21772
2023-08-10;Valutor mot svenska kronor;1 CHF;12,1681
2023-08-11;Valutor mot svenska kronor;1 CHF;12,20314
2023-08-14;Valutor mot svenska kronor;1 CHF;12,38178
2023-08-15;Valutor mot svenska kronor;1 CHF;12,34481
2023-08-16;Valutor mot svenska kronor;1 CHF;12,33929
2023-08-17;Valutor mot svenska kronor;1 CHF;12,42359
2023-08-18;Valutor mot svenska kronor;1 CHF;12,44946
2023-08-21;Valutor mot svenska kronor;1 CHF;12,46008
2023-08-22;Valutor mot svenska kronor;1 CHF;12,42905
2023-08-23;Valutor mot svenska kronor;1 CHF;12,45352
2023-08-24;Valutor mot svenska kronor;1 CHF;12,44323
2023-08-25;Valutor mot svenska kronor;1 CHF;12,45183
2023-08-28;Valutor mot svenska kronor;1 CHF;12,4951
2023-08-29;Valutor mot svenska kronor;1 CHF;12,41405
2023-08-30;Valutor mot svenska kronor;1 CHF;12,38875
2023-08-31;Valutor mot svenska kronor;1 CHF;12,35467
2023-09-01;Valutor mot svenska kronor;1 CHF;12,40923
2023-09-04;Valutor mot svenska kronor;1 CHF;12,44787
2023-09-05;Valutor mot svenska kronor;1 CHF;12,5061
2023-09-06;Valutor mot svenska kronor;1 CHF;12,47735
2023-09-07;Valutor mot svenska kronor;1 CHF;12,46832
2023-09-08;Valutor mot svenska kronor;1 CHF;12,47276
2023-09-11;Valutor mot svenska kronor;1 CHF;12,42862
2023-09-12;Valutor mot svenska kronor;1 CHF;12,46148
2023-09-13;Valutor mot svenska kronor;1 CHF;12,43724
2023-09-14;Valutor mot svenska kronor;1 CHF;12,4531
2023-09-15;Valutor mot svenska kronor;1 CHF;12,45565
2023-09-18;Valutor mot svenska kronor;1 CHF;12,48892
2023-09-19;Valutor mot svenska kronor;1 CHF;12,40803
2023-09-20;Valutor mot svenska kronor;1 CHF;12,42486
2023-09-21;Valutor mot svenska kronor;1 CHF;12,36075
2023-09-22;Valutor mot svenska kronor;1 CHF;12,3455
2023-09-25;Valutor mot svenska kronor;1 CHF;12,21054
2023-09-26;Valutor mot svenska kronor;1 CHF;12,13383
2023-09-27;Valutor mot svenska kronor;1 CHF;12,02259
2023-09-28;Valutor mot svenska kronor;1 CHF;11,98121
2023-09-29;Valutor mot svenska kronor;1 CHF;11,91203
2023-10-02;Valutor mot svenska kronor;1 CHF;11,97188
2023-10-03;Valutor mot svenska kronor;1 CHF;12,01937
2023-10-04;Valutor mot svenska kronor;1 CHF;12,03924
2023-10-05;Valutor mot svenska kronor;1 CHF;12,0563
2023-10-06;Valutor mot svenska kronor;1 CHF;12,06634
2023-10-09;Valutor mot svenska kronor;1 CHF;12,10237
2023-10-10;Valutor mot svenska kronor;1 CHF;12,10491
2023-10-11;Valutor mot svenska kronor;1 CHF;12,02617
2023-10-12;Valutor mot svenska kronor;1 CHF;12,09982
2023-10-13;Valutor mot svenska kronor;1 CHF;12,07855
2023-10-16;Valutor mot svenska kronor;1 CHF;12,16146
2023-10-17;Valutor mot svenska kronor;1 CHF;12,11554
2023-10-18;Valutor mot svenska kronor;1 CHF;12,15961
2023-10-19;Valutor mot svenska kronor;1 CHF;12,28411
2023-10-20;Valutor mot svenska kronor;1 CHF;12,32396
2023-10-23;Valutor mot svenska kronor;1 CHF;12,32106
2023-10-24;Valutor mot svenska kronor;1 CHF;12,2863
2023-10-25;Valutor mot svenska kronor;1 CHF;12,47158
2023-10-26;Valutor mot svenska kronor;1 CHF;12,46425
2023-10-27;Valutor mot svenska kronor;1 CHF;12,415
2023-10-30;Valutor mot svenska kronor;1 CHF;12,36987
2023-10-31;Valutor mot svenska kronor;1 CHF;12,33744
2023-11-01;Valutor mot svenska kronor;1 CHF;12,29227
2023-11-02;Valutor mot svenska kronor;1 CHF;12,30771
2023-11-03;Valutor mot svenska kronor;1 CHF;12,25167
2023-11-06;Valutor mot svenska kronor;1 CHF;12,1228
2023-11-07;Valutor mot svenska kronor;1 CHF;12,14376
2023-11-08;Valutor mot svenska kronor;1 CHF;12,14455
2023-11-09;Valutor mot svenska kronor;1 CHF;12,09503
2023-11-10;Valutor mot svenska kronor;1 CHF;12,0823
2023-11-13;Valutor mot svenska kronor;1 CHF;12,08116
2023-11-14;Valutor mot svenska kronor;1 CHF;12,03849
2023-11-15;Valutor mot svenska kronor;1 CHF;11,92003
2023-11-16;Valutor mot svenska kronor;1 CHF;11,85813
2023-11-17;Valutor mot svenska kronor;1 CHF;11,91747
2023-11-20;Valutor mot svenska kronor;1 CHF;11,85707
2023-11-21;Valutor mot svenska kronor;1 CHF;11,75595
2023-11-22;Valutor mot svenska kronor;1 CHF;11,85077
2023-11-23;Valutor mot svenska kronor;1 CHF;11,8298
2023-11-24;Valutor mot svenska kronor;1 CHF;11,85635
2023-11-27;Valutor mot svenska kronor;1 CHF;11,84751
2023-11-28;Valutor mot svenska kronor;1 CHF;11,85381
2023-11-29;Valutor mot svenska kronor;1 CHF;11,80463
2023-11-30;Valutor mot svenska kronor;1 CHF;11,9544
2023-12-01;Valutor mot svenska kronor;1 CHF;11,93232
2023-12-04;Valutor mot svenska kronor;1 CHF;11,94702
2023-12-05;Valutor mot svenska kronor;1 CHF;11,96013
2023-12-06;Valutor mot svenska kronor;1 CHF;11,9912
2023-12-07;Valutor mot svenska kronor;1 CHF;11,91584
2023-12-08;Valutor mot svenska kronor;1 CHF;11,90718
2023-12-11;Valutor mot svenska kronor;1 CHF;11,91918
2023-12-12;Valutor mot svenska kronor;1 CHF;11,94694
2023-12-13;Valutor mot svenska kronor;1 CHF;11,93081
2023-12-14;Valutor mot svenska kronor;1 CHF;11,78082
2023-12-15;Valutor mot svenska kronor;1 CHF;11,81756
2023-12-18;Valutor mot svenska kronor;1 CHF;11,75633
2023-12-19;Valutor mot svenska kronor;1 CHF;11,80042
2023-12-20;Valutor mot svenska kronor;1 CHF;11,76427
2023-12-21;Valutor mot svenska kronor;1 CHF;11,76739
2023-12-22;Valutor mot svenska kronor;1 CHF;11,74004
2023-12-27;Valutor mot svenska kronor;1 CHF;11,72494
2023-12-28;Valutor mot svenska kronor;1 CHF;11,86648
2023-12-29;Valutor mot svenska kronor;1 CHF;11,98272
2024-01-02;Valutor mot svenska kronor;1 CHF;11,98764
2024-01-03;Valutor mot svenska kronor;1 CHF;12,00547
2024-01-04;Valutor mot svenska kronor;1 CHF;12,016
2024-01-05;Valutor mot svenska kronor;1 CHF;12,05472
2024-01-08;Valutor mot svenska kronor;1 CHF;12,04287
2024-01-09;Valutor mot svenska kronor;1 CHF;12,03855
2024-01-10;Valutor mot svenska kronor;1 CHF;11,99336
2024-01-11;Valutor mot svenska kronor;1 CHF;11,99079
2024-01-12;Valutor mot svenska kronor;1 CHF;12,04278
2024-01-15;Valutor mot svenska kronor;1 CHF;12,06074
2024-01-16;Valutor mot svenska kronor;1 CHF;12,09433
2024-01-17;Valutor mot svenska kronor;1 CHF;12,11195
2024-01-18;Valutor mot svenska kronor;1 CHF;12,04835
2024-01-19;Valutor mot svenska kronor;1 CHF;12,03087
2024-01-22;Valutor mot svenska kronor;1 CHF;12,00518
2024-01-23;Valutor mot svenska kronor;1 CHF;12,01249
2024-01-24;Valutor mot svenska kronor;1 CHF;12,06426
2024-01-25;Valutor mot svenska kronor;1 CHF;12,04883
2024-01-26;Valutor mot svenska kronor;1 CHF;12,048
2024-01-29;Valutor mot svenska kronor;1 CHF;12,15997
2024-01-30;Valutor mot svenska kronor;1 CHF;12,06311
2024-01-31;Valutor mot svenska kronor;1 CHF;12,05413
2024-02-01;Valutor mot svenska kronor;1 CHF;12,1416
2024-02-02;Valutor mot svenska kronor;1 CHF;12,09662
2024-02-05;Valutor mot svenska kronor;1 CHF;12,16861
2024-02-06;Valutor mot svenska kronor;1 CHF;12,153
2024-02-07;Valutor mot svenska kronor;1 CHF;12,00096
2024-02-08;Valutor mot svenska kronor;1 CHF;11,97842
2024-02-09;Valutor mot svenska kronor;1 CHF;11,96088
2024-02-12;Valutor mot svenska kronor;1 CHF;11,91092
2024-02-13;Valutor mot svenska kronor;1 CHF;11,86689
2024-02-14;Valutor mot svenska kronor;1 CHF;11,91689
2024-02-15;Valutor mot svenska kronor;1 CHF;11,86999
2024-02-16;Valutor mot svenska kronor;1 CHF;11,86967
2024-02-19;Valutor mot svenska kronor;1 CHF;11,83839
2024-02-20;Valutor mot svenska kronor;1 CHF;11,77672
2024-02-21;Valutor mot svenska kronor;1 CHF;11,78496
2024-02-22;Valutor mot svenska kronor;1 CHF;11,71893
2024-02-23;Valutor mot svenska kronor;1 CHF;11,71445
2024-02-26;Valutor mot svenska kronor;1 CHF;11,69862
2024-02-27;Valutor mot svenska kronor;1 CHF;11,71469
2024-02-28;Valutor mot svenska kronor;1 CHF;11,7563
2024-02-29;Valutor mot svenska kronor;1 CHF;11,76316
2024-03-01;Valutor mot svenska kronor;1 CHF;11,68316
2024-03-04;Valutor mot svenska kronor;1 CHF;11,70596
2024-03-05;Valutor mot svenska kronor;1 CHF;11,73931
2024-03-06;Valutor mot svenska kronor;1 CHF;11,70132
2024-03-07;Valutor mot svenska kronor;1 CHF;11,68884
2024-03-08;Valutor mot svenska kronor;1 CHF;11,64372
2024-03-11;Valutor mot svenska kronor;1 CHF;11,65989
2024-03-12;Valutor mot svenska kronor;1 CHF;11,65311
2024-03-13;Valutor mot svenska kronor;1 CHF;11,66059
2024-03-14;Valutor mot svenska kronor;1 CHF;11,67273
2024-03-15;Valutor mot svenska kronor;1 CHF;11,721
2024-03-18;Valutor mot svenska kronor;1 CHF;11,75265
2024-03-19;Valutor mot svenska kronor;1 CHF;11,78245
2024-03-20;Valutor mot svenska kronor;1 CHF;11,76175
2024-03-21;Valutor mot svenska kronor;1 CHF;11,6368
2024-03-22;Valutor mot svenska kronor;1 CHF;11,72012
2024-03-25;Valutor mot svenska kronor;1 CHF;11,78219
2024-03-26;Valutor mot svenska kronor;1 CHF;11,67482
2024-03-27;Valutor mot svenska kronor;1 CHF;11,72765
2024-03-28;Valutor mot svenska kronor;1 CHF;11,80115
2024-04-02;Valutor mot svenska kronor;1 CHF;11,83564
2024-04-03;Valutor mot svenska kronor;1 CHF;11,82087
2024-04-04;Valutor mot svenska kronor;1 CHF;11,69053
2024-04-05;Valutor mot svenska kronor;1 CHF;11,76963
2024-04-08;Valutor mot svenska kronor;1 CHF;11,69318
2024-04-09;Valutor mot svenska kronor;1 CHF;11,66667
2024-04-10;Valutor mot svenska kronor;1 CHF;11,65596
2024-04-11;Valutor mot svenska kronor;1 CHF;11,78196
2024-04-12;Valutor mot svenska kronor;1 CHF;11,90809
2024-04-15;Valutor mot svenska kronor;1 CHF;11,88514
2024-04-16;Valutor mot svenska kronor;1 CHF;11,98002
2024-04-17;Valutor mot svenska kronor;1 CHF;12,04921
2024-04-18;Valutor mot svenska kronor;1 CHF;11,99196
2000-01-03;Valutor mot svenska kronor;1 DKK;1,151
2000-01-04;Valutor mot svenska kronor;1 DKK;1,1545
2000-01-05;Valutor mot svenska kronor;1 DKK;1,1565
2000-01-06;Valutor mot svenska kronor;1 DKK;N/A
2000-01-07;Valutor mot svenska kronor;1 DKK;1,1595
2000-01-08;Valutor mot svenska kronor;1 DKK;N/A
2000-01-09;Valutor mot svenska kronor;1 DKK;N/A
2000-01-10;Valutor mot svenska kronor;1 DKK;1,164
2000-01-11;Valutor mot svenska kronor;1 DKK;1,1635
2000-01-12;Valutor mot svenska kronor;1 DKK;1,1655
2000-01-13;Valutor mot svenska kronor;1 DKK;1,162
2000-01-14;Valutor mot svenska kronor;1 DKK;1,1595
2000-01-15;Valutor mot svenska kronor;1 DKK;N/A
2000-01-16;Valutor mot svenska kronor;1 DKK;N/A
2000-01-17;Valutor mot svenska kronor;1 DKK;1,1525
2000-01-18;Valutor mot svenska kronor;1 DKK;1,1515
2000-01-19;Valutor mot svenska kronor;1 DKK;1,1535
2000-01-20;Valutor mot svenska kronor;1 DKK;1,156
2000-01-21;Valutor mot svenska kronor;1 DKK;1,1535
2000-01-22;Valutor mot svenska kronor;1 DKK;N/A
2000-01-23;Valutor mot svenska kronor;1 DKK;N/A
2000-01-24;Valutor mot svenska kronor;1 DKK;1,151
2000-01-25;Valutor mot svenska kronor;1 DKK;1,145
2000-01-26;Valutor mot svenska kronor;1 DKK;1,1455
2000-01-27;Valutor mot svenska kronor;1 DKK;1,147
2000-01-28;Valutor mot svenska kronor;1 DKK;1,1435
2000-01-29;Valutor mot svenska kronor;1 DKK;N/A
2000-01-30;Valutor mot svenska kronor;1 DKK;N/A
2000-01-31;Valutor mot svenska kronor;1 DKK;1,153
2000-02-01;Valutor mot svenska kronor;1 DKK;1,153
2000-02-02;Valutor mot svenska kronor;1 DKK;1,147
2000-02-03;Valutor mot svenska kronor;1 DKK;1,141
2000-02-04;Valutor mot svenska kronor;1 DKK;1,1415
2000-02-05;Valutor mot svenska kronor;1 DKK;N/A
2000-02-06;Valutor mot svenska kronor;1 DKK;N/A
2000-02-07;Valutor mot svenska kronor;1 DKK;1,1385
2000-02-08;Valutor mot svenska kronor;1 DKK;1,1395
2000-02-09;Valutor mot svenska kronor;1 DKK;1,142
2000-02-10;Valutor mot svenska kronor;1 DKK;1,1395
2000-02-11;Valutor mot svenska kronor;1 DKK;1,1365
2000-02-12;Valutor mot svenska kronor;1 DKK;N/A
2000-02-13;Valutor mot svenska kronor;1 DKK;N/A
2000-02-14;Valutor mot svenska kronor;1 DKK;1,14
2000-02-15;Valutor mot svenska kronor;1 DKK;1,137
2000-02-16;Valutor mot svenska kronor;1 DKK;1,145
2000-02-17;Valutor mot svenska kronor;1 DKK;1,1455
2000-02-18;Valutor mot svenska kronor;1 DKK;1,146
2000-02-19;Valutor mot svenska kronor;1 DKK;N/A
2000-02-20;Valutor mot svenska kronor;1 DKK;N/A
2000-02-21;Valutor mot svenska kronor;1 DKK;1,1495
2000-02-22;Valutor mot svenska kronor;1 DKK;1,154
2000-02-23;Valutor mot svenska kronor;1 DKK;1,1525
2000-02-24;Valutor mot svenska kronor;1 DKK;1,1495
2000-02-25;Valutor mot svenska kronor;1 DKK;1,145
2000-02-26;Valutor mot svenska kronor;1 DKK;N/A
2000-02-27;Valutor mot svenska kronor;1 DKK;N/A
2000-02-28;Valutor mot svenska kronor;1 DKK;1,1345
2000-02-29;Valutor mot svenska kronor;1 DKK;1,1305
2000-03-01;Valutor mot svenska kronor;1 DKK;1,133
2000-03-02;Valutor mot svenska kronor;1 DKK;1,134
2000-03-03;Valutor mot svenska kronor;1 DKK;1,1385
2000-03-04;Valutor mot svenska kronor;1 DKK;N/A
2000-03-05;Valutor mot svenska kronor;1 DKK;N/A
2000-03-06;Valutor mot svenska kronor;1 DKK;1,1335
2000-03-07;Valutor mot svenska kronor;1 DKK;1,1325
2000-03-08;Valutor mot svenska kronor;1 DKK;1,131
2000-03-09;Valutor mot svenska kronor;1 DKK;1,136
2000-03-10;Valutor mot svenska kronor;1 DKK;1,133
2000-03-11;Valutor mot svenska kronor;1 DKK;N/A
2000-03-12;Valutor mot svenska kronor;1 DKK;N/A
2000-03-13;Valutor mot svenska kronor;1 DKK;1,131
2000-03-14;Valutor mot svenska kronor;1 DKK;1,128
2000-03-15;Valutor mot svenska kronor;1 DKK;1,1305
2000-03-16;Valutor mot svenska kronor;1 DKK;1,1335
2000-03-17;Valutor mot svenska kronor;1 DKK;1,129
2000-03-18;Valutor mot svenska kronor;1 DKK;N/A
2000-03-19;Valutor mot svenska kronor;1 DKK;N/A
2000-03-20;Valutor mot svenska kronor;1 DKK;1,13
2000-03-21;Valutor mot svenska kronor;1 DKK;1,1295
2000-03-22;Valutor mot svenska kronor;1 DKK;1,125
2000-03-23;Valutor mot svenska kronor;1 DKK;1,1225
2000-03-24;Valutor mot svenska kronor;1 DKK;1,1275
2000-03-25;Valutor mot svenska kronor;1 DKK;N/A
2000-03-26;Valutor mot svenska kronor;1 DKK;N/A
2000-03-27;Valutor mot svenska kronor;1 DKK;1,1195
2000-03-28;Valutor mot svenska kronor;1 DKK;1,1205
2000-03-29;Valutor mot svenska kronor;1 DKK;1,105
2000-03-30;Valutor mot svenska kronor;1 DKK;1,1105
2000-03-31;Valutor mot svenska kronor;1 DKK;1,1145
2000-04-01;Valutor mot svenska kronor;1 DKK;N/A
2000-04-02;Valutor mot svenska kronor;1 DKK;N/A
2000-04-03;Valutor mot svenska kronor;1 DKK;1,1105
2000-04-04;Valutor mot svenska kronor;1 DKK;1,1155
2000-04-05;Valutor mot svenska kronor;1 DKK;1,1145
2000-04-06;Valutor mot svenska kronor;1 DKK;1,116
2000-04-07;Valutor mot svenska kronor;1 DKK;1,1125
2000-04-08;Valutor mot svenska kronor;1 DKK;N/A
2000-04-09;Valutor mot svenska kronor;1 DKK;N/A
2000-04-10;Valutor mot svenska kronor;1 DKK;1,1115
2000-04-11;Valutor mot svenska kronor;1 DKK;1,112
2000-04-12;Valutor mot svenska kronor;1 DKK;1,1115
2000-04-13;Valutor mot svenska kronor;1 DKK;1,116
2000-04-14;Valutor mot svenska kronor;1 DKK;1,115
2000-04-15;Valutor mot svenska kronor;1 DKK;N/A
2000-04-16;Valutor mot svenska kronor;1 DKK;N/A
2000-04-17;Valutor mot svenska kronor;1 DKK;1,119
2000-04-18;Valutor mot svenska kronor;1 DKK;1,1135
2000-04-19;Valutor mot svenska kronor;1 DKK;1,109
2000-04-20;Valutor mot svenska kronor;1 DKK;1,105
2000-04-21;Valutor mot svenska kronor;1 DKK;N/A
2000-04-22;Valutor mot svenska kronor;1 DKK;N/A
2000-04-23;Valutor mot svenska kronor;1 DKK;N/A
2000-04-24;Valutor mot svenska kronor;1 DKK;N/A
2000-04-25;Valutor mot svenska kronor;1 DKK;1,1085
2000-04-26;Valutor mot svenska kronor;1 DKK;1,0985
2000-04-27;Valutor mot svenska kronor;1 DKK;1,1005
2000-04-28;Valutor mot svenska kronor;1 DKK;1,092
2000-04-29;Valutor mot svenska kronor;1 DKK;N/A
2000-04-30;Valutor mot svenska kronor;1 DKK;N/A
2000-05-01;Valutor mot svenska kronor;1 DKK;N/A
2000-05-02;Valutor mot svenska kronor;1 DKK;1,0935
2000-05-03;Valutor mot svenska kronor;1 DKK;1,0875
2000-05-04;Valutor mot svenska kronor;1 DKK;1,0845
2000-05-05;Valutor mot svenska kronor;1 DKK;1,0905
2000-05-06;Valutor mot svenska kronor;1 DKK;N/A
2000-05-07;Valutor mot svenska kronor;1 DKK;N/A
2000-05-08;Valutor mot svenska kronor;1 DKK;1,0955
2000-05-09;Valutor mot svenska kronor;1 DKK;1,0915
2000-05-10;Valutor mot svenska kronor;1 DKK;1,0995
2000-05-11;Valutor mot svenska kronor;1 DKK;1,1055
2000-05-12;Valutor mot svenska kronor;1 DKK;1,105
2000-05-13;Valutor mot svenska kronor;1 DKK;N/A
2000-05-14;Valutor mot svenska kronor;1 DKK;N/A
2000-05-15;Valutor mot svenska kronor;1 DKK;1,108
2000-05-16;Valutor mot svenska kronor;1 DKK;1,102
2000-05-17;Valutor mot svenska kronor;1 DKK;1,098
2000-05-18;Valutor mot svenska kronor;1 DKK;1,097
2000-05-19;Valutor mot svenska kronor;1 DKK;1,095
2000-05-20;Valutor mot svenska kronor;1 DKK;N/A
2000-05-21;Valutor mot svenska kronor;1 DKK;N/A
2000-05-22;Valutor mot svenska kronor;1 DKK;1,104
2000-05-23;Valutor mot svenska kronor;1 DKK;1,121
2000-05-24;Valutor mot svenska kronor;1 DKK;1,117
2000-05-25;Valutor mot svenska kronor;1 DKK;1,113
2000-05-26;Valutor mot svenska kronor;1 DKK;1,1195
2000-05-27;Valutor mot svenska kronor;1 DKK;N/A
2000-05-28;Valutor mot svenska kronor;1 DKK;N/A
2000-05-29;Valutor mot svenska kronor;1 DKK;1,13
2000-05-30;Valutor mot svenska kronor;1 DKK;1,1295
2000-05-31;Valutor mot svenska kronor;1 DKK;1,1205
2000-06-01;Valutor mot svenska kronor;1 DKK;N/A
2000-06-02;Valutor mot svenska kronor;1 DKK;1,117
2000-06-03;Valutor mot svenska kronor;1 DKK;N/A
2000-06-04;Valutor mot svenska kronor;1 DKK;N/A
2000-06-05;Valutor mot svenska kronor;1 DKK;1,115
2000-06-06;Valutor mot svenska kronor;1 DKK;1,118
2000-06-07;Valutor mot svenska kronor;1 DKK;1,1165
2000-06-08;Valutor mot svenska kronor;1 DKK;1,1155
2000-06-09;Valutor mot svenska kronor;1 DKK;1,118
2000-06-10;Valutor mot svenska kronor;1 DKK;N/A
2000-06-11;Valutor mot svenska kronor;1 DKK;N/A
2000-06-12;Valutor mot svenska kronor;1 DKK;N/A
2000-06-13;Valutor mot svenska kronor;1 DKK;1,111
2000-06-14;Valutor mot svenska kronor;1 DKK;1,1075
2000-06-15;Valutor mot svenska kronor;1 DKK;1,098
2000-06-16;Valutor mot svenska kronor;1 DKK;1,105
2000-06-17;Valutor mot svenska kronor;1 DKK;N/A
2000-06-18;Valutor mot svenska kronor;1 DKK;N/A
2000-06-19;Valutor mot svenska kronor;1 DKK;1,1165
2000-06-20;Valutor mot svenska kronor;1 DKK;1,11
2000-06-21;Valutor mot svenska kronor;1 DKK;1,105
2000-06-22;Valutor mot svenska kronor;1 DKK;1,108
2000-06-23;Valutor mot svenska kronor;1 DKK;N/A
2000-06-24;Valutor mot svenska kronor;1 DKK;N/A
2000-06-25;Valutor mot svenska kronor;1 DKK;N/A
2000-06-26;Valutor mot svenska kronor;1 DKK;1,111
2000-06-27;Valutor mot svenska kronor;1 DKK;1,1195
2000-06-28;Valutor mot svenska kronor;1 DKK;1,1255
2000-06-29;Valutor mot svenska kronor;1 DKK;1,1235
2000-06-30;Valutor mot svenska kronor;1 DKK;1,1275
2000-07-01;Valutor mot svenska kronor;1 DKK;N/A
2000-07-02;Valutor mot svenska kronor;1 DKK;N/A
2000-07-03;Valutor mot svenska kronor;1 DKK;1,1245
2000-07-04;Valutor mot svenska kronor;1 DKK;1,1225
2000-07-05;Valutor mot svenska kronor;1 DKK;1,1275
2000-07-06;Valutor mot svenska kronor;1 DKK;1,131
2000-07-07;Valutor mot svenska kronor;1 DKK;1,131
2000-07-08;Valutor mot svenska kronor;1 DKK;N/A
2000-07-09;Valutor mot svenska kronor;1 DKK;N/A
2000-07-10;Valutor mot svenska kronor;1 DKK;1,1315
2000-07-11;Valutor mot svenska kronor;1 DKK;1,13
2000-07-12;Valutor mot svenska kronor;1 DKK;1,1255
2000-07-13;Valutor mot svenska kronor;1 DKK;1,119
2000-07-14;Valutor mot svenska kronor;1 DKK;1,118
2000-07-15;Valutor mot svenska kronor;1 DKK;N/A
2000-07-16;Valutor mot svenska kronor;1 DKK;N/A
2000-07-17;Valutor mot svenska kronor;1 DKK;1,12
2000-07-18;Valutor mot svenska kronor;1 DKK;1,1235
2000-07-19;Valutor mot svenska kronor;1 DKK;1,1285
2000-07-20;Valutor mot svenska kronor;1 DKK;1,1265
2000-07-21;Valutor mot svenska kronor;1 DKK;1,127
2000-07-22;Valutor mot svenska kronor;1 DKK;N/A
2000-07-23;Valutor mot svenska kronor;1 DKK;N/A
2000-07-24;Valutor mot svenska kronor;1 DKK;1,1305
2000-07-25;Valutor mot svenska kronor;1 DKK;1,125
2000-07-26;Valutor mot svenska kronor;1 DKK;1,127
2000-07-27;Valutor mot svenska kronor;1 DKK;1,1285
2000-07-28;Valutor mot svenska kronor;1 DKK;1,1375
2000-07-29;Valutor mot svenska kronor;1 DKK;N/A
2000-07-30;Valutor mot svenska kronor;1 DKK;N/A
2000-07-31;Valutor mot svenska kronor;1 DKK;1,138
2000-08-01;Valutor mot svenska kronor;1 DKK;1,139
2000-08-02;Valutor mot svenska kronor;1 DKK;1,137
2000-08-03;Valutor mot svenska kronor;1 DKK;1,1355
2000-08-04;Valutor mot svenska kronor;1 DKK;1,1265
